2024-06-03 06:41:07,233 INFO    StreamThr :7998 [internal.py:wandb_internal():85] W&B internal server running at pid: 7998, started at: 2024-06-03 06:41:07.232441
2024-06-03 06:41:07,234 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status
2024-06-03 06:41:07,243 INFO    WriterThread:7998 [datastore.py:open_for_write():87] open: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/run-be8yql9y.wandb
2024-06-03 06:41:07,244 DEBUG   SenderThread:7998 [sender.py:send():378] send: header
2024-06-03 06:41:07,269 DEBUG   SenderThread:7998 [sender.py:send():378] send: run
2024-06-03 06:41:07,721 INFO    SenderThread:7998 [dir_watcher.py:__init__():211] watching files in: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files
2024-06-03 06:41:07,722 INFO    SenderThread:7998 [sender.py:_start_run_threads():1123] run started: be8yql9y with start time 1717389667.234686
2024-06-03 06:41:07,735 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: check_version
2024-06-03 06:41:07,735 DEBUG   SenderThread:7998 [sender.py:send_request():405] send_request: check_version
2024-06-03 06:41:07,846 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: run_start
2024-06-03 06:41:07,876 DEBUG   HandlerThread:7998 [system_info.py:__init__():26] System info init
2024-06-03 06:41:07,876 DEBUG   HandlerThread:7998 [system_info.py:__init__():41] System info init done
2024-06-03 06:41:07,876 INFO    HandlerThread:7998 [system_monitor.py:start():194] Starting system monitor
2024-06-03 06:41:07,877 INFO    SystemMonitor:7998 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-03 06:41:07,877 INFO    HandlerThread:7998 [system_monitor.py:probe():214] Collecting system info
2024-06-03 06:41:07,877 INFO    SystemMonitor:7998 [interfaces.py:start():188] Started cpu monitoring
2024-06-03 06:41:07,878 INFO    SystemMonitor:7998 [interfaces.py:start():188] Started disk monitoring
2024-06-03 06:41:07,878 INFO    SystemMonitor:7998 [interfaces.py:start():188] Started gpu monitoring
2024-06-03 06:41:07,879 INFO    SystemMonitor:7998 [interfaces.py:start():188] Started memory monitoring
2024-06-03 06:41:07,880 INFO    SystemMonitor:7998 [interfaces.py:start():188] Started network monitoring
2024-06-03 06:41:07,887 DEBUG   HandlerThread:7998 [system_info.py:probe():150] Probing system
2024-06-03 06:41:07,891 DEBUG   HandlerThread:7998 [system_info.py:_probe_git():135] Probing git
2024-06-03 06:41:07,908 DEBUG   HandlerThread:7998 [system_info.py:_probe_git():143] Probing git done
2024-06-03 06:41:07,908 DEBUG   HandlerThread:7998 [system_info.py:probe():198] Probing system done
2024-06-03 06:41:07,908 DEBUG   HandlerThread:7998 [system_monitor.py:probe():223] {'os': 'Linux-5.4.274-1.el7.elrepo.x86_64-x86_64-with-glibc2.17', 'python': '3.11.7', 'heartbeatAt': '2024-06-03T04:41:07.887850', 'startedAt': '2024-06-03T04:41:07.203112', 'docker': None, 'cuda': None, 'args': ('-name', 'VQA_eval-0', '-time', '3600', '-vqa_module_type', 'custom', '-ID', '0'), 'state': 'running', 'program': '/zhome/ea/9/137501/Desktop/ML_final/ML_final/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/TheDingodile/ML_final.git', 'commit': '5f971cc87e67dfc5890e77a5c4728a0fc5f5315b'}, 'email': 'jakob@3esser.dk', 'root': '/zhome/ea/9/137501/Desktop/ML_final/ML_final', 'host': 'n-62-20-10', 'username': 's183914', 'executable': '/zhome/ea/9/137501/Desktop/ML_final/project-env/bin/python', 'cpu_count': 32, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3017.5214062500004, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3235.682, 'min': 0.0, 'max': 0.0}, {'current': 2949.265, 'min': 0.0, 'max': 0.0}, {'current': 2691.159, 'min': 0.0, 'max': 0.0}, {'current': 2689.866, 'min': 0.0, 'max': 0.0}, {'current': 2690.94, 'min': 0.0, 'max': 0.0}, {'current': 3407.734, 'min': 0.0, 'max': 0.0}, {'current': 2925.695, 'min': 0.0, 'max': 0.0}, {'current': 3337.059, 'min': 0.0, 'max': 0.0}, {'current': 2701.094, 'min': 0.0, 'max': 0.0}, {'current': 3038.586, 'min': 0.0, 'max': 0.0}, {'current': 3004.396, 'min': 0.0, 'max': 0.0}, {'current': 3406.928, 'min': 0.0, 'max': 0.0}, {'current': 3403.928, 'min': 0.0, 'max': 0.0}, {'current': 3394.899, 'min': 0.0, 'max': 0.0}, {'current': 3394.451, 'min': 0.0, 'max': 0.0}, {'current': 3398.26, 'min': 0.0, 'max': 0.0}, {'current': 3432.047, 'min': 0.0, 'max': 0.0}, {'current': 3465.196, 'min': 0.0, 'max': 0.0}, {'current': 2691.932, 'min': 0.0, 'max': 0.0}, {'current': 3205.902, 'min': 0.0, 'max': 0.0}, {'current': 2704.382, 'min': 0.0, 'max': 0.0}, {'current': 2689.888, 'min': 0.0, 'max': 0.0}, {'current': 2715.216, 'min': 0.0, 'max': 0.0}, {'current': 2706.062, 'min': 0.0, 'max': 0.0}, {'current': 2704.406, 'min': 0.0, 'max': 0.0}, {'current': 2704.955, 'min': 0.0, 'max': 0.0}, {'current': 2708.644, 'min': 0.0, 'max': 0.0}, {'current': 3509.417, 'min': 0.0, 'max': 0.0}, {'current': 2711.388, 'min': 0.0, 'max': 0.0}, {'current': 3467.811, 'min': 0.0, 'max': 0.0}, {'current': 2724.43, 'min': 0.0, 'max': 0.0}, {'current': 2749.067, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 71.9168586730957, 'used': 13.421764373779297}}, 'gpu': 'Tesla V100-SXM2-32GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla V100-SXM2-32GB', 'memory_total': 34359738368}], 'memory': {'total': 377.55433654785156}}
2024-06-03 06:41:07,909 INFO    HandlerThread:7998 [system_monitor.py:probe():224] Finished collecting system info
2024-06-03 06:41:07,909 INFO    HandlerThread:7998 [system_monitor.py:probe():227] Publishing system info
2024-06-03 06:41:07,912 INFO    HandlerThread:7998 [system_monitor.py:probe():229] Finished publishing system info
2024-06-03 06:41:07,938 DEBUG   SenderThread:7998 [sender.py:send():378] send: files
2024-06-03 06:41:07,938 INFO    SenderThread:7998 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-03 06:41:08,363 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: python_packages
2024-06-03 06:41:08,363 DEBUG   SenderThread:7998 [sender.py:send_request():405] send_request: python_packages
2024-06-03 06:41:08,364 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:41:08,366 DEBUG   SenderThread:7998 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:41:08,556 DEBUG   SenderThread:7998 [sender.py:send():378] send: telemetry
2024-06-03 06:41:08,617 INFO    wandb-upload_0:7998 [upload_job.py:push():130] Uploaded file /tmp/tmpixqct2gcwandb/lbuauuqq-wandb-metadata.json
2024-06-03 06:41:08,723 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/requirements.txt
2024-06-03 06:41:08,723 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/wandb-metadata.json
2024-06-03 06:41:09,724 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/output.log
2024-06-03 06:41:11,730 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/output.log
2024-06-03 06:41:12,820 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:17,821 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:22,830 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:23,364 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:41:23,364 DEBUG   SenderThread:7998 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:41:23,764 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/output.log
2024-06-03 06:41:28,820 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:34,403 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:35,797 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/output.log
2024-06-03 06:41:38,364 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:41:38,365 DEBUG   SenderThread:7998 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:41:39,554 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:39,808 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/config.yaml
2024-06-03 06:41:45,001 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:45,824 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/output.log
2024-06-03 06:41:50,002 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:53,364 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:41:53,365 DEBUG   SenderThread:7998 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:41:55,495 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:41:56,877 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/output.log
2024-06-03 06:42:00,504 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:42:05,505 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:42:07,880 DEBUG   SystemMonitor:7998 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-03 06:42:07,882 DEBUG   SenderThread:7998 [sender.py:send():378] send: stats
2024-06-03 06:42:08,364 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:42:08,365 DEBUG   SenderThread:7998 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:42:08,911 INFO    Thread-12 :7998 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_064107-be8yql9y/files/output.log
2024-06-03 06:42:10,575 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:42:15,576 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:42:20,779 DEBUG   HandlerThread:7998 [handler.py:handle_request():158] handle_request: status_report
