2024-06-03 06:16:20,148 INFO    StreamThr :16959 [internal.py:wandb_internal():85] W&B internal server running at pid: 16959, started at: 2024-06-03 06:16:20.147479
2024-06-03 06:16:20,150 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status
2024-06-03 06:16:20,158 INFO    WriterThread:16959 [datastore.py:open_for_write():87] open: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/run-jvtuf49g.wandb
2024-06-03 06:16:20,159 DEBUG   SenderThread:16959 [sender.py:send():378] send: header
2024-06-03 06:16:20,182 DEBUG   SenderThread:16959 [sender.py:send():378] send: run
2024-06-03 06:16:20,574 INFO    SenderThread:16959 [dir_watcher.py:__init__():211] watching files in: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files
2024-06-03 06:16:20,574 INFO    SenderThread:16959 [sender.py:_start_run_threads():1123] run started: jvtuf49g with start time 1717388180.15037
2024-06-03 06:16:20,588 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: check_version
2024-06-03 06:16:20,588 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: check_version
2024-06-03 06:16:20,674 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: run_start
2024-06-03 06:16:20,702 DEBUG   HandlerThread:16959 [system_info.py:__init__():26] System info init
2024-06-03 06:16:20,702 DEBUG   HandlerThread:16959 [system_info.py:__init__():41] System info init done
2024-06-03 06:16:20,702 INFO    HandlerThread:16959 [system_monitor.py:start():194] Starting system monitor
2024-06-03 06:16:20,703 INFO    SystemMonitor:16959 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-03 06:16:20,703 INFO    HandlerThread:16959 [system_monitor.py:probe():214] Collecting system info
2024-06-03 06:16:20,703 INFO    SystemMonitor:16959 [interfaces.py:start():188] Started cpu monitoring
2024-06-03 06:16:20,704 INFO    SystemMonitor:16959 [interfaces.py:start():188] Started disk monitoring
2024-06-03 06:16:20,704 INFO    SystemMonitor:16959 [interfaces.py:start():188] Started gpu monitoring
2024-06-03 06:16:20,705 INFO    SystemMonitor:16959 [interfaces.py:start():188] Started memory monitoring
2024-06-03 06:16:20,705 INFO    SystemMonitor:16959 [interfaces.py:start():188] Started network monitoring
2024-06-03 06:16:20,713 DEBUG   HandlerThread:16959 [system_info.py:probe():150] Probing system
2024-06-03 06:16:20,717 DEBUG   HandlerThread:16959 [system_info.py:_probe_git():135] Probing git
2024-06-03 06:16:20,733 DEBUG   HandlerThread:16959 [system_info.py:_probe_git():143] Probing git done
2024-06-03 06:16:20,733 DEBUG   HandlerThread:16959 [system_info.py:probe():198] Probing system done
2024-06-03 06:16:20,733 DEBUG   HandlerThread:16959 [system_monitor.py:probe():223] {'os': 'Linux-5.4.274-1.el7.elrepo.x86_64-x86_64-with-glibc2.17', 'python': '3.11.7', 'heartbeatAt': '2024-06-03T04:16:20.713690', 'startedAt': '2024-06-03T04:16:20.118617', 'docker': None, 'cuda': None, 'args': ('-name', 'VQA_eval-0', '-time', '3600', '-vqa_module_type', 'custom', '-ID', '0'), 'state': 'running', 'program': '/zhome/ea/9/137501/Desktop/ML_final/ML_final/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/TheDingodile/ML_final.git', 'commit': '4b6de411369fe72ad5287ed24f22a81da84b98ff'}, 'email': 'jakob@3esser.dk', 'root': '/zhome/ea/9/137501/Desktop/ML_final/ML_final', 'host': 'n-62-20-10', 'username': 's183914', 'executable': '/zhome/ea/9/137501/Desktop/ML_final/project-env/bin/python', 'cpu_count': 32, 'cpu_count_logical': 32, 'cpu_freq': {'current': 2921.9632812500004, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3003.914, 'min': 0.0, 'max': 0.0}, {'current': 2722.897, 'min': 0.0, 'max': 0.0}, {'current': 2701.413, 'min': 0.0, 'max': 0.0}, {'current': 2697.715, 'min': 0.0, 'max': 0.0}, {'current': 3064.45, 'min': 0.0, 'max': 0.0}, {'current': 2715.895, 'min': 0.0, 'max': 0.0}, {'current': 3462.043, 'min': 0.0, 'max': 0.0}, {'current': 2998.437, 'min': 0.0, 'max': 0.0}, {'current': 3412.952, 'min': 0.0, 'max': 0.0}, {'current': 3406.304, 'min': 0.0, 'max': 0.0}, {'current': 3447.5, 'min': 0.0, 'max': 0.0}, {'current': 3447.795, 'min': 0.0, 'max': 0.0}, {'current': 2711.255, 'min': 0.0, 'max': 0.0}, {'current': 2716.279, 'min': 0.0, 'max': 0.0}, {'current': 2708.276, 'min': 0.0, 'max': 0.0}, {'current': 2727.171, 'min': 0.0, 'max': 0.0}, {'current': 3652.995, 'min': 0.0, 'max': 0.0}, {'current': 2689.798, 'min': 0.0, 'max': 0.0}, {'current': 2820.013, 'min': 0.0, 'max': 0.0}, {'current': 2688.94, 'min': 0.0, 'max': 0.0}, {'current': 2688.645, 'min': 0.0, 'max': 0.0}, {'current': 2702.459, 'min': 0.0, 'max': 0.0}, {'current': 2700.788, 'min': 0.0, 'max': 0.0}, {'current': 3066.765, 'min': 0.0, 'max': 0.0}, {'current': 2706.756, 'min': 0.0, 'max': 0.0}, {'current': 2705.164, 'min': 0.0, 'max': 0.0}, {'current': 2708.137, 'min': 0.0, 'max': 0.0}, {'current': 2709.763, 'min': 0.0, 'max': 0.0}, {'current': 2707.648, 'min': 0.0, 'max': 0.0}, {'current': 3356.313, 'min': 0.0, 'max': 0.0}, {'current': 2934.532, 'min': 0.0, 'max': 0.0}, {'current': 2719.813, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 71.9168586730957, 'used': 13.421688079833984}}, 'gpu': 'Tesla V100-SXM2-32GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla V100-SXM2-32GB', 'memory_total': 34359738368}], 'memory': {'total': 377.55433654785156}}
2024-06-03 06:16:20,733 INFO    HandlerThread:16959 [system_monitor.py:probe():224] Finished collecting system info
2024-06-03 06:16:20,733 INFO    HandlerThread:16959 [system_monitor.py:probe():227] Publishing system info
2024-06-03 06:16:20,736 INFO    HandlerThread:16959 [system_monitor.py:probe():229] Finished publishing system info
2024-06-03 06:16:20,761 DEBUG   SenderThread:16959 [sender.py:send():378] send: files
2024-06-03 06:16:20,761 INFO    SenderThread:16959 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-03 06:16:21,180 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: python_packages
2024-06-03 06:16:21,180 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: python_packages
2024-06-03 06:16:21,181 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:16:21,183 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:16:21,358 DEBUG   SenderThread:16959 [sender.py:send():378] send: telemetry
2024-06-03 06:16:21,445 INFO    wandb-upload_0:16959 [upload_job.py:push():130] Uploaded file /tmp/tmpc_ckpw31wandb/couh874w-wandb-metadata.json
2024-06-03 06:16:21,576 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/wandb-metadata.json
2024-06-03 06:16:21,576 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/requirements.txt
2024-06-03 06:16:22,577 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_created():271] file/dir created: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:16:24,583 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:16:25,847 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:16:30,848 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:16:35,849 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:16:36,181 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:16:36,181 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:16:40,629 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:16:41,451 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:16:46,452 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:16:50,659 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:16:51,181 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:16:51,181 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:16:52,437 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:16:52,664 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/config.yaml
2024-06-03 06:16:57,595 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:02,693 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:17:03,105 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:06,181 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:17:06,182 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:17:08,402 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:14,370 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:14,728 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:17:19,371 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:20,705 DEBUG   SystemMonitor:16959 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-03 06:17:20,707 DEBUG   SenderThread:16959 [sender.py:send():378] send: stats
2024-06-03 06:17:21,181 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:17:21,182 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:17:24,787 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:26,763 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:17:29,788 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:34,789 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:36,182 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 06:17:36,182 DEBUG   SenderThread:16959 [sender.py:send_request():405] send_request: stop_status
2024-06-03 06:17:38,797 INFO    Thread-12 :16959 [dir_watcher.py:_on_file_modified():288] file/dir modified: /zhome/ea/9/137501/Desktop/ML_final/ML_final/wandb/run-20240603_061620-jvtuf49g/files/output.log
2024-06-03 06:17:40,414 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 06:17:45,415 DEBUG   HandlerThread:16959 [handler.py:handle_request():158] handle_request: status_report
